0.002270139,0.003932639,0.003840278,0.005211111,4.458453e-05,0,1.458333e-05,4.861111e-06,0.000118156,0,0,0,0.0001020833,9.722222e-06,0,0,0.0270375,0.02071446,0.04859276,0.03752924,9.377572e-05,0.0001377564,1.774613e-06,0,0.0002948071,1.224834e-06,7.531866e-05,4.468837e-05,2.111793e-05,2.145162e-05,6.964646e-07,6.052613e-05
0.002270139,0.003932639,0.003840278,0.005211111,4.375e-05,0,1.458333e-05,4.861111e-06,0.0001166667,0,0,0,0.0001020833,9.722222e-06,0,0,0.0270375,0.02071319,0.04859167,0.03752292,9.236111e-05,0.0001361111,0,0,0.0002916667,0,7.291667e-05,4.375e-05,1.944444e-05,1.944444e-05,0,5.833333e-05
0.09996942,0.08554381,0.08455657,0.08384358,0.06420172,NaN,0.105,0.07,0.08507234,NaN,NaN,NaN,0.0735,0.14,NaN,NaN,0.1237572,0.1070284,0.1068462,0.107718,0.07502057,0.0944615,0.02555443,NaN,0.09032389,0.01763761,0.06778679,0.07150139,0.06081963,0.06178066,0.01002909,0.06225545
0.002236111,0.003524306,0.004044444,0.004433333,0.0001175012,0,4.861111e-06,9.722222e-06,0.0001327394,0,0,0,9.722222e-05,1.458333e-05,0,0,0.02763617,0.005703759,0.004270024,0.05626148,0.0001005761,1.838775e-06,5.114557e-05,6.381895e-05,0.000299717,0,6.950766e-05,3.527646e-05,2.111793e-05,3.549953e-05,5.859642e-06,2.706856e-07
0.002236111,0.003524306,0.004044444,0.004433333,0.0001166667,0,4.861111e-06,9.722222e-06,0.00013125,0,0,0,9.722222e-05,1.458333e-05,0,0,0.02763542,0.005702083,0.004268056,0.05625278,9.722222e-05,0,4.861111e-05,6.319444e-05,0.0002965278,0,6.805556e-05,3.402778e-05,1.944444e-05,3.402778e-05,4.861111e-06,0
0.1025478,0.08238636,0.0857732,0.08091255,0.07356596,NaN,0.07,0.07,0.08310638,NaN,NaN,NaN,0.07368421,0.21,NaN,NaN,0.1239367,0.1072247,0.1082541,0.1061259,0.06896644,0.01323918,0.07364961,0.1021103,0.08808011,NaN,0.06672735,0.06349762,0.06081963,0.06389915,0.04218942,0.003897872
0.002309028,0.003480556,0.003961806,0.004487372,0.0001126401,0,0,0,0.0001132949,0,0,0,1.313507e-06,9.722222e-06,0,0,0.02764715,0.04258883,0.03306031,0.05569318,7.957558e-05,5.120445e-05,3.195145e-05,7.462505e-05,0.0003055504,1.007965e-06,1.19116e-05,1.588217e-05,2.111793e-05,0,4.511298e-05,4.029392e-05
0.002309028,0.003480556,0.003961806,0.004486806,0.0001118056,0,0,0,0.0001118056,0,0,0,0,9.722222e-06,0,0,0.02764514,0.04258819,0.03305556,0.05568889,7.777778e-05,4.861111e-05,2.916667e-05,7.291667e-05,0.0003013889,0,9.722222e-06,1.458333e-05,1.944444e-05,0,4.375e-05,3.888889e-05
0.1032609,0.08656304,0.08553223,0.08067186,0.07052249,NaN,NaN,NaN,0.08586562,NaN,NaN,NaN,0.01891451,0.14,NaN,NaN,0.1246069,0.1060486,0.1081237,0.1049302,0.06366047,0.06703128,0.05751262,0.08266159,0.08627306,0.01451469,0.04288177,0.0762344,0.06081963,NaN,0.07218077,0.0527484
0.002182639,0.003504861,0.003864583,0.004948611,0.0001029179,0,0,4.861111e-06,0.0001278782,0,0,0,9.236111e-05,0,0,0,0.02741667,0.04299251,0.04926324,0.05689874,0.0001118442,1.523636e-05,5.16455e-05,0,0.0002909671,2.665301e-05,2.51401e-05,0.000105347,0.0002082973,6.359156e-06,0.0001193053,3.527439e-05
0.002182639,0.003504861,0.003864583,0.004948611,0.0001020833,0,0,4.861111e-06,0.0001263889,0,0,0,9.236111e-05,0,0,0,0.02741667,0.04299167,0.04925764,0.05688958,0.0001069444,1.458333e-05,4.861111e-05,0,0.0002868056,2.430556e-05,2.430556e-05,0.0001020833,0.0002041667,4.861111e-06,0.0001166667,3.402778e-05
0.1017152,0.0827377,0.08381024,0.08266821,0.06736442,NaN,NaN,0.07,0.08370213,NaN,NaN,NaN,0.07388889,NaN,NaN,NaN,0.1253731,0.1056652,0.1074183,0.1064357,0.0700242,0.05485091,0.05720732,NaN,0.08729012,0.05482904,0.06033625,0.06895442,0.08331892,0.04578592,0.06362951,0.06349391
0.002284722,0.0035,0.003801389,0.004652083,0.0001029179,1.126373e-05,0,9.722222e-06,0.0001278782,0,0,0,9.722222e-05,0,0,0,0.02698403,0.04309575,0.04957522,0.05628873,0.000111461,3.045039e-05,4.575132e-05,0,0.0007701356,1.035218e-05,3.048691e-05,8.160811e-05,0.0007958422,9.515647e-07,6.127454e-06,1.058308e-05
0.002284722,0.0035,0.003801389,0.004652083,0.0001020833,9.722222e-06,0,9.722222e-06,0.0001263889,0,0,0,9.722222e-05,0,0,0,0.02698403,0.04308889,0.04957361,0.05628194,0.0001069444,2.916667e-05,4.375e-05,0,0.0007631944,9.722222e-06,2.916667e-05,7.777778e-05,0.0007875,0,4.861111e-06,9.722222e-06
0.1015432,0.08527919,0.08319149,0.08415829,0.06736442,0.05406588,NaN,0.07,0.08370213,NaN,NaN,NaN,0.07368421,NaN,NaN,NaN,0.1223843,0.105937,0.1079515,0.105679,0.0729563,0.0626408,0.07320212,NaN,0.09090125,0.04969046,0.06271592,0.06912687,0.07958422,0.01370253,0.04411767,0.05079877
0.002197222,0.003558333,0.004141667,0.004793056,9.319564e-05,0,4.861111e-06,1.64961e-05,0.0001118651,0,0,0,1.313507e-06,9.722222e-06,0,0,0.02686325,0.04270199,0.04845227,0.05657986,3.969514e-05,0.0002143191,6.033466e-05,2.989328e-05,0.0003856065,0.0001502683,7.119766e-05,7.452828e-05,0.0005412532,0.0001559021,0.0001087391,5.050749e-05
0.002197222,0.003558333,0.004141667,0.004793056,9.236111e-05,0,4.861111e-06,1.458333e-05,0.0001118056,0,0,0,0,9.722222e-06,0,0,0.0268625,0.0427,0.04845069,0.05657361,3.888889e-05,0.0002090278,5.833333e-05,2.916667e-05,0.0003791667,0.0001458333,6.805556e-05,7.291667e-05,0.0005347222,0.0001506944,0.0001069444,4.861111e-05
0.1001266,0.08291262,0.08376404,0.08305656,0.06710086,NaN,0.07,0.07918127,0.08949205,NaN,NaN,NaN,0.01891451,0.14,NaN,NaN,0.1224148,0.1051306,0.1061321,0.1064893,0.057161,0.07913319,0.1086024,0.05380791,0.09915595,0.07461601,0.07323188,0.08943393,0.080351,0.07015593,0.06524347,0.06060898
0.002420833,0.003777083,0.003820833,0.004788194,4.458453e-05,3.701724e-05,2.430556e-05,2.430556e-05,8.263889e-05,0,0,0,3.924948e-05,4.861111e-06,0,0,0.02758269,0.04342568,0.04881704,0.05648661,0.001021956,3.076392e-05,8.276741e-05,0.0006343053,0.0003602381,2.272075e-05,0.0002166808,5.564857e-05,0.00129057,0.0001156363,9.992719e-05,7.099202e-05
0.002420833,0.003777083,0.003820833,0.004788194,4.375e-05,3.402778e-05,2.430556e-05,2.430556e-05,8.263889e-05,0,0,0,3.888889e-05,4.861111e-06,0,0,0.02758194,0.04342431,0.04881528,0.05648125,0.00100625,2.916667e-05,7.777778e-05,0.0006173611,0.0003548611,1.944444e-05,0.0002041667,5.347222e-05,0.001273611,0.0001069444,9.236111e-05,6.805556e-05
0.1103165,0.08419505,0.08151111,0.08267386,0.06420172,0.04845893,0.0875,0.0875,0.1081818,NaN,NaN,NaN,0.07064907,0.07,NaN,NaN,0.1272232,0.1053631,0.1064132,0.1070977,0.1051155,0.05537505,0.07449067,0.07740675,0.09975825,0.05452979,0.06500423,0.05342263,0.08891963,0.05947011,0.05995631,0.06389282
0.002372222,0.003684722,0.004180556,0.004710417,5.116137e-05,3.116459e-05,1.944444e-05,2.982997e-05,8.269839e-05,0,4.861111e-06,5.715259e-06,4.602332e-05,9.722222e-06,0,0,0.02661458,0.04260391,0.04914295,0.05598706,0.0010037,0.0003316641,2.052511e-05,8.369051e-05,0.0003281104,6.205027e-05,0.0002971811,0.0002371214,0.0002486449,0.0003847573,0.000575834,0.0001558854
0.002372222,0.003684722,0.004180556,0.004710417,4.861111e-05,2.916667e-05,1.944444e-05,2.916667e-05,8.263889e-05,0,4.861111e-06,4.861111e-06,4.375e-05,9.722222e-06,0,0,0.02661458,0.04260278,0.04914097,0.05598056,0.0009916667,0.0003256944,1.944444e-05,8.263889e-05,0.0003256944,5.833333e-05,0.0002868056,0.0002333333,0.0002430556,0.0003645833,0.0005541667,0.0001458333
0.1087898,0.08544283,0.08466948,0.08221818,0.06139364,0.06411001,0.07,0.06136452,0.09923807,NaN,0.07,0.04114986,0.06627358,0.14,NaN,NaN,0.1213969,0.1057752,0.1062072,0.1061785,0.1078603,0.07580895,0.07389041,0.09270333,0.1098788,0.05956826,0.06792712,0.08129876,0.08326714,0.06368397,0.06478132,0.06066889
0.002338194,0.003655556,0.003927778,0.004618056,7.718956e-05,0.0001492792,0.0001166667,0.000187139,0.0001279894,3.415238e-05,0,3.022019e-05,7.521526e-05,4.965981e-06,9.722222e-06,4.861111e-06,0.02730972,0.04316079,0.04822561,0.05712315,0.0001420797,0.001301559,0.004096092,0.002340948,0.002159995,7.209301e-05,0.002963981,0.001196268,0.001070328,0.0008423764,0.0001836508,0.0005164285
0.002338194,0.003655556,0.003927778,0.004618056,7.291667e-05,0.0001458333,0.0001166667,0.0001847222,0.0001263889,3.402778e-05,0,2.916667e-05,7.291667e-05,4.861111e-06,9.722222e-06,4.861111e-06,0.02730972,0.04315694,0.0482125,0.05711806,0.0001361111,0.001278472,0.004029861,0.002294444,0.002138889,6.805556e-05,0.0028875,0.001152083,0.00105,0.0008215278,0.000175,0.0004958333
0.1045652,0.08463023,0.08342183,0.08189655,0.05850156,0.06514,0.07304348,0.06737004,0.09215235,0.06147429,NaN,0.06216724,0.06371175,0.03575506,0.07,0.07,0.1250827,0.1066979,0.1066578,0.1068277,0.07869032,0.07408085,0.07600996,0.07249386,0.08761672,0.06920929,0.06829013,0.06651065,0.08069488,0.06971391,0.06450176,0.06197141
0.002211806,0.003524306,0.004196626,0.004734722,7.718956e-05,0.0002478343,0.0002162103,0.0002226385,0.0001036838,6.935374e-05,1.458333e-05,1.944444e-05,7.077353e-05,1.944444e-05,0,9.722222e-06,0.02740208,0.04229857,0.04933553,0.0572205,0.006239768,0.001093296,0.0006075513,0.00152177,0.001767785,8.392475e-05,0.0009947448,0.0002969108,0.00103408,0.0001338275,0.0001633216,0.0005369986
0.002211806,0.003524306,0.004195139,0.004734722,7.291667e-05,0.0002430556,0.0002138889,0.0002138889,0.0001020833,6.805556e-05,1.458333e-05,1.944444e-05,6.805556e-05,1.944444e-05,0,9.722222e-06,0.02740208,0.04229653,0.04933056,0.05721528,0.006163889,0.001069444,0.0005979167,0.001502083,0.001745139,8.263889e-05,0.0009625,0.0002916667,0.001020833,0.00013125,0.0001555556,0.0005104167
0.104085,0.08252033,0.08499495,0.08274272,0.06947061,0.06863103,0.06768321,0.06542846,0.09953647,0.06241836,0.07,0.07,0.06794259,0.07,NaN,0.07,0.1252269,0.1053441,0.1059555,0.1061687,0.1000586,0.07255049,0.07290616,0.07770738,0.08513747,0.0671398,0.06570791,0.06786532,0.08318856,0.06216503,0.0618903,0.06137127
